AAA	none	8086,NOLONG	AAA 	ASCII Adjust After Addition	AAA.html
VPBROADCASTQ	ymmreg,mem64	FUTURE,AVX2	VPBROADCASTQ ymm, mem64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	ymmreg,xmmreg	FUTURE,AVX2	VPBROADCASTQ ymm, xmm	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	xmmreg|mask|z,mem64	AVX512VL,AVX512,FUTURE	VPBROADCASTQ xmm|mask|z, mem64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	ymmreg|mask|z,mem64	AVX512VL,AVX512,FUTURE	VPBROADCASTQ ymm|mask|z, mem64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	zmmreg|mask|z,mem64	AVX512,FUTURE	VPBROADCASTQ zmm|mask|z, mem64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	xmmreg|mask|z,xmmreg	AVX512VL,AVX512,FUTURE	VPBROADCASTQ xmm|mask|z, xmm	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	ymmreg|mask|z,xmmreg	AVX512VL,AVX512,FUTURE	VPBROADCASTQ ymm|mask|z, xmm	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	zmmreg|mask|z,xmmreg	AVX512,FUTURE	VPBROADCASTQ zmm|mask|z, xmm	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	xmmreg|mask|z,reg64	AVX512VL,AVX512,FUTURE	VPBROADCASTQ xmm|mask|z, r64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	ymmreg|mask|z,reg64	AVX512VL,AVX512,FUTURE	VPBROADCASTQ ymm|mask|z, r64	Broadcast Int64 Vector	VPBROADCAST.html
VPBROADCASTQ	zmmreg|mask|z,reg64	AVX512,FUTURE	VPBROADCASTQ zmm|mask|z, r64	Broadcast Int64 Vector	VPBROADCAST.html
VPERMD	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPERMD ymm, ymm, ymm/m256	Permutes Int32 Vectors	VPERMD.html
VPERMD	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPERMD ymm|mask|z, ymm, ymm/m256|b32	Permutes Int32 Vectors	VPERMD.html
VPERMD	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPERMD zmm|mask|z, zmm, zmm/m512|b32	Permutes Int32 Vectors	VPERMD.html
VPERMPD	ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPERMPD ymm, ymm/m256, imm8	Permute Double-Precision Floating-Point Elements	VPERMPD.html
VPERMPD	ymmreg|mask|z,ymmrm256|b64,imm8	AVX512VL,AVX512,FUTURE	VPERMPD ymm|mask|z, ymm/m256|b32, imm8	Permute Double-Precision Floating-Point Elements	VPERMPD.html
VPERMPD	zmmreg|mask|z,zmmrm512|b64,imm8	AVX512,FUTURE	VPERMPD zmm|mask|z, zmm/m512|b32, imm8	Permute Double-Precision Floating-Point Elements	VPERMPD.html
VPERMPD	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPERMPD ymm|mask|z, ymm, ymm/m256|b32	Permute Double-Precision Floating-Point Elements	VPERMPD.html
VPERMPD	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPERMPD zmm|mask|z, zmm, zmm/m512|b32	Permute Double-Precision Floating-Point Elements	VPERMPD.html
VPERMPS	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPERMPS ymm, ymm, ymm/m256	Permute Single-Precision Floating-Point Elements	VPERMPS.html
VPERMPS	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPERMPS ymm|mask|z, ymm, ymm/m256|b32	Permute Single-Precision Floating-Point Elements	VPERMPS.html
VPERMPS	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPERMPS zmm|mask|z, zmm, zmm/m512|b32	Permute Single-Precision Floating-Point Elements	VPERMPS.html
VPERMQ	ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPERMQ ymm, ymm/m256, imm8	Qwords Element Permutation	VPERMQ.html
VPERMQ	ymmreg|mask|z,ymmrm256|b64,imm8	AVX512VL,AVX512,FUTURE	VPERMQ ymm|mask|z, ymm/m256|b32, imm8	Qwords Element Permutation	VPERMQ.html
VPERMQ	zmmreg|mask|z,zmmrm512|b64,imm8	AVX512,FUTURE	VPERMQ zmm|mask|z, zmm/m512|b32, imm8	Qwords Element Permutation	VPERMQ.html
VPERMQ	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPERMQ ymm|mask|z, ymm, ymm/m256|b32	Qwords Element Permutation	VPERMQ.html
VPERMQ	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPERMQ zmm|mask|z, zmm, zmm/m512|b32	Qwords Element Permutation	VPERMQ.html
VPERM2I128	ymmreg,ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPERM2I128 ymm, ymm, ymm/m256, imm8	Permute Integer Values	VPERM2I128.html
VEXTRACTI128	xmmrm128,ymmreg,imm8	FUTURE,AVX2	VEXTRACTI128 xmm/m128, ymm, imm8	Extract packed Integer Values	VEXTRACTI128.html
VINSERTI128	ymmreg,ymmreg*,xmmrm128,imm8	FUTURE,AVX2	VINSERTI128 ymm, ymm, xmm/m128, imm8	Insert Packed Integer Values	VINSERTI128.html
VPMASKMOVD	xmmreg,xmmreg*,mem128	FUTURE,AVX2	VPMASKMOVD xmm, xmm, mem128	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVD	ymmreg,ymmreg*,mem256	FUTURE,AVX2	VPMASKMOVD ymm, ymm, mem256	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVD	mem128,xmmreg*,xmmreg	FUTURE,AVX2	VPMASKMOVD mem128, xmm, xmm	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVD	mem256,ymmreg*,ymmreg	FUTURE,AVX2	VPMASKMOVD mem256, ymm, ymm	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVQ	xmmreg,xmmreg*,mem128	FUTURE,AVX2	VPMASKMOVQ xmm, xmm, mem128	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVQ	ymmreg,ymmreg*,mem256	FUTURE,AVX2	VPMASKMOVQ ymm, ymm, mem256	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVQ	mem128,xmmreg*,xmmreg	FUTURE,AVX2	VPMASKMOVQ mem128, xmm, xmm	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPMASKMOVQ	mem256,ymmreg*,ymmreg	FUTURE,AVX2	VPMASKMOVQ mem256, ymm, ymm	Conditional SIMD Integer Packed Loads and Stores	VPMASKMOV.html
VPSLLVD	xmmreg,xmmreg*,xmmrm128	FUTURE,AVX2	VPSLLVD xmm, xmm, xmm/m128	Shift Int32 Vector Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVD	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSLLVD ymm, ymm, ymm/m256	Shift Int32 Vector Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVD	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512,FUTURE	VPSLLVD xmm|mask|z, xmm, xmm/m128|b32	Shift Int32 Vector Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVD	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPSLLVD ymm|mask|z, ymm, ymm/m256|b32	Shift Int32 Vector Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVD	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPSLLVD zmm|mask|z, zmm, zmm/m512|b32	Shift Int32 Vector Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	xmmreg,xmmreg*,xmmrm128	FUTURE,AVX2	VPSLLVQ xmm, xmm, xmm/m128	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSLLVQ ymm, ymm, ymm/m256	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512,FUTURE	VPSLLVQ xmm|mask|z, xmm, xmm/m128|b32	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPSLLVQ ymm|mask|z, ymm, ymm/m256|b32	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPSLLVQ zmm|mask|z, zmm, zmm/m512|b32	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSRAVD	xmmreg,xmmreg*,xmmrm128	FUTURE,AVX2	VPSRAVD xmm, xmm, xmm/m128	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSRAVD ymm, ymm, ymm/m256	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512,FUTURE	VPSRAVD xmm|mask|z, xmm, xmm/m128|b32	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPSRAVD ymm|mask|z, ymm, ymm/m256|b32	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPSRAVD zmm|mask|z, zmm, zmm/m512|b32	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRLVD	xmmreg,xmmreg*,xmmrm128	FUTURE,AVX2	VPSRLVD xmm, xmm, xmm/m128	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSRLVD ymm, ymm, ymm/m256	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512,FUTURE	VPSRLVD xmm|mask|z, xmm, xmm/m128|b32	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPSRLVD ymm|mask|z, ymm, ymm/m256|b32	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPSRLVD zmm|mask|z, zmm, zmm/m512|b32	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	xmmreg,xmmreg*,xmmrm128	FUTURE,AVX2	VPSRLVQ xmm, xmm, xmm/m128	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSRLVQ ymm, ymm, ymm/m256	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512,FUTURE	VPSRLVQ xmm|mask|z, xmm, xmm/m128|b32	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPSRLVQ ymm|mask|z, ymm, ymm/m256|b32	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPSRLVQ zmm|mask|z, zmm, zmm/m512|b32	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VGATHERDPD	xmmreg,xmem64,xmmreg	FUTURE,AVX2	VGATHERDPD xmm, xmem64, xmm	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	ymmreg,xmem64,ymmreg	FUTURE,AVX2	VGATHERDPD ymm, xmem64, ymm	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	xmmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VGATHERDPD xmm|mask, xmem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	ymmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VGATHERDPD ymm|mask, xmem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	zmmreg|mask,ymem64	AVX512,FUTURE	VGATHERDPD zmm|mask, ymem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	xmmreg,xmem64,xmmreg	FUTURE,AVX2	VGATHERQPD xmm, xmem64, xmm	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	ymmreg,ymem64,ymmreg	FUTURE,AVX2	VGATHERQPD ymm, ymem64, ymm	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	xmmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VGATHERQPD xmm|mask, xmem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	ymmreg|mask,ymem64	AVX512VL,AVX512,FUTURE	VGATHERQPD ymm|mask, ymem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	zmmreg|mask,zmem64	AVX512,FUTURE	VGATHERQPD zmm|mask, zmem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPS	xmmreg,xmem32,xmmreg	FUTURE,AVX2	VGATHERDPS xmm, xmem32, xmm	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	ymmreg,ymem32,ymmreg	FUTURE,AVX2	VGATHERDPS ymm, ymem32, ymm	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	xmmreg|mask,xmem32	AVX512VL,AVX512,FUTURE	VGATHERDPS xmm|mask, xmem32	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	ymmreg|mask,ymem32	AVX512VL,AVX512,FUTURE	VGATHERDPS ymm|mask, ymem32	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	zmmreg|mask,zmem32	AVX512,FUTURE	VGATHERDPS zmm|mask, zmem32	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	xmmreg,xmem32,xmmreg	FUTURE,AVX2	VGATHERQPS xmm, xmem32, xmm	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	xmmreg,ymem32,xmmreg	FUTURE,AVX2	VGATHERQPS xmm, ymem32, xmm	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	xmmreg|mask,xmem32	AVX512VL,AVX512,FUTURE	VGATHERQPS xmm|mask, xmem32	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	xmmreg|mask,ymem32	AVX512VL,AVX512,FUTURE	VGATHERQPS xmm|mask, ymem32	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	ymmreg|mask,zmem32	AVX512,FUTURE	VGATHERQPS ymm|mask, zmem32	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VPGATHERDD	xmmreg,xmem32,xmmreg	FUTURE,AVX2	VPGATHERDD xmm, xmem32, xmm	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	ymmreg,ymem32,ymmreg	FUTURE,AVX2	VPGATHERDD ymm, ymem32, ymm	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	xmmreg|mask,xmem32	AVX512VL,AVX512,FUTURE	VPGATHERDD xmm|mask, xmem32	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	ymmreg|mask,ymem32	AVX512VL,AVX512,FUTURE	VPGATHERDD ymm|mask, ymem32	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	zmmreg|mask,zmem32	AVX512,FUTURE	VPGATHERDD zmm|mask, zmem32	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	xmmreg,xmem32,xmmreg	FUTURE,AVX2	VPGATHERQD xmm, xmem32, xmm	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	xmmreg,ymem32,xmmreg	FUTURE,AVX2	VPGATHERQD xmm, ymem32, xmm	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	xmmreg|mask,xmem32	AVX512VL,AVX512,FUTURE	VPGATHERQD xmm|mask, xmem32	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	xmmreg|mask,ymem32	AVX512VL,AVX512,FUTURE	VPGATHERQD xmm|mask, ymem32	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	ymmreg|mask,zmem32	AVX512,FUTURE	VPGATHERQD ymm|mask, zmem32	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDQ	xmmreg,xmem64,xmmreg	FUTURE,AVX2	VPGATHERDQ xmm, xmem64, xmm	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	ymmreg,xmem64,ymmreg	FUTURE,AVX2	VPGATHERDQ ymm, xmem64, ymm	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	xmmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VPGATHERDQ xmm|mask, xmem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	ymmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VPGATHERDQ ymm|mask, xmem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	zmmreg|mask,ymem64	AVX512,FUTURE	VPGATHERDQ zmm|mask, ymem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	xmmreg,xmem64,xmmreg	FUTURE,AVX2	VPGATHERQQ xmm, xmem64, xmm	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	ymmreg,ymem64,ymmreg	FUTURE,AVX2	VPGATHERQQ ymm, ymem64, ymm	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	xmmreg|mask,xmem64	AVX512VL,AVX512,FUTURE	VPGATHERQQ xmm|mask, xmem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	ymmreg|mask,ymem64	AVX512VL,AVX512,FUTURE	VPGATHERQQ ymm|mask, ymem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	zmmreg|mask,zmem64	AVX512,FUTURE	VPGATHERQQ zmm|mask, zmem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
XABORT	imm	FUTURE,RTM	XABORT imm	Transactional Abort	XABORT.html
XABORT	imm8	FUTURE,RTM	XABORT imm8	Transactional Abort	XABORT.html
XBEGIN	imm	FUTURE,RTM	XBEGIN imm	Transactional Begin	XBEGIN.html
XBEGIN	imm|near	FUTURE,RTM,ND	XBEGIN imm|near	Transactional Begin	XBEGIN.html
XBEGIN	imm16	FUTURE,RTM,NOLONG	XBEGIN imm16	Transactional Begin	XBEGIN.html
XBEGIN	imm16|near	FUTURE,RTM,NOLONG,ND	XBEGIN imm16|near	Transactional Begin	XBEGIN.html
XBEGIN	imm32	FUTURE,RTM,NOLONG	XBEGIN imm32	Transactional Begin	XBEGIN.html
XBEGIN	imm32|near	FUTURE,RTM,NOLONG,ND	XBEGIN imm32|near	Transactional Begin	XBEGIN.html
XBEGIN	imm64	FUTURE,RTM,LONG	XBEGIN imm64	Transactional Begin	XBEGIN.html
XBEGIN	imm64|near	FUTURE,RTM,LONG,ND	XBEGIN imm64|near	Transactional Begin	XBEGIN.html
XEND	none	FUTURE,RTM	XEND 	Transactional End	XEND.html
XTEST	none	FUTURE,HLE,RTM	XTEST 	Test If In Transactional Execution	XTEST.html
ANDN	reg32,reg32,rm32	FUTURE,BMI1	ANDN r32, r32, r/m32	Logical AND NOT	ANDN.html
ANDN	reg64,reg64,rm64	LONG,FUTURE,BMI1	ANDN r64, r64, r/m64	Logical AND NOT	ANDN.html
BEXTR	reg32,rm32,reg32	FUTURE,BMI1	BEXTR r32, r/m32, r32	Bit Field Extract	BEXTR.html
BEXTR	reg64,rm64,reg64	LONG,FUTURE,BMI1	BEXTR r64, r/m64, r64	Bit Field Extract	BEXTR.html
BEXTR	reg32,rm32,imm32	FUTURE,TBM	BEXTR r32, r/m32, imm32	Bit Field Extract	BEXTR.html
BEXTR	reg64,rm64,imm32	LONG,FUTURE,TBM	BEXTR r64, r/m64, imm32	Bit Field Extract	BEXTR.html
BLCI	reg32,rm32	FUTURE,TBM	BLCI r32, r/m32	TODO: FUTURE,TBM,LONG	
BLCI	reg64,rm64	LONG,FUTURE,TBM	BLCI r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCIC	reg32,rm32	FUTURE,TBM	BLCIC r32, r/m32	TODO: FUTURE,TBM,LONG	
BLCIC	reg64,rm64	LONG,FUTURE,TBM	BLCIC r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSI	reg32,rm32	FUTURE,BMI1	BLSI r32, r/m32	Extract Lowest Set Isolated Bit	BLSI.html
BLSI	reg64,rm64	LONG,FUTURE,BMI1	BLSI r64, r/m64	Extract Lowest Set Isolated Bit	BLSI.html
BLSIC	reg32,rm32	FUTURE,TBM	BLSIC r32, r/m32	TODO: FUTURE,TBM,LONG	
BLSIC	reg64,rm64	LONG,FUTURE,TBM	BLSIC r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCFILL	reg32,rm32	FUTURE,TBM	BLCFILL r32, r/m32	TODO: FUTURE,TBM,LONG	
BLCFILL	reg64,rm64	LONG,FUTURE,TBM	BLCFILL r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSFILL	reg32,rm32	FUTURE,TBM	BLSFILL r32, r/m32	TODO: FUTURE,TBM,LONG	
BLSFILL	reg64,rm64	LONG,FUTURE,TBM	BLSFILL r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCMSK	reg32,rm32	FUTURE,TBM	BLCMSK r32, r/m32	TODO: FUTURE,TBM,LONG	
BLCMSK	reg64,rm64	LONG,FUTURE,TBM	BLCMSK r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSMSK	reg32,rm32	FUTURE,BMI1	BLSMSK r32, r/m32	Get Mask Up to Lowest Set Bit	BLSMSK.html
BLSMSK	reg64,rm64	LONG,FUTURE,BMI1	BLSMSK r64, r/m64	Get Mask Up to Lowest Set Bit	BLSMSK.html
BLSR	reg32,rm32	FUTURE,BMI1	BLSR r32, r/m32	Reset Lowest Set Bit	BLSR.html
BLSR	reg64,rm64	LONG,FUTURE,BMI1	BLSR r64, r/m64	Reset Lowest Set Bit	BLSR.html
BLCS	reg32,rm32	FUTURE,TBM	BLCS r32, r/m32	TODO: FUTURE,TBM,LONG	
BLCS	reg64,rm64	LONG,FUTURE,TBM	BLCS r64, r/m64	TODO: FUTURE,TBM,LONG	
BZHI	reg32,rm32,reg32	FUTURE,BMI2	BZHI r32, r/m32, r32	Zero High Bits Starting with Specified Bit Position	BZHI.html
BZHI	reg64,rm64,reg64	LONG,FUTURE,BMI2	BZHI r64, r/m64, r64	Zero High Bits Starting with Specified Bit Position	BZHI.html
MULX	reg32,reg32,rm32	FUTURE,BMI2	MULX r32, r32, r/m32	Unsigned Multiply Without Affecting Flags	MULX.html
MULX	reg64,reg64,rm64	LONG,FUTURE,BMI2	MULX r64, r64, r/m64	Unsigned Multiply Without Affecting Flags	MULX.html
PDEP	reg32,reg32,rm32	FUTURE,BMI2	PDEP r32, r32, r/m32	Parallel Bits Deposit	PDEP.html
PDEP	reg64,reg64,rm64	LONG,FUTURE,BMI2	PDEP r64, r64, r/m64	Parallel Bits Deposit	PDEP.html
PEXT	reg32,reg32,rm32	FUTURE,BMI2	PEXT r32, r32, r/m32	Parallel Bits Extract	PEXT.html
PEXT	reg64,reg64,rm64	LONG,FUTURE,BMI2	PEXT r64, r64, r/m64	Parallel Bits Extract	PEXT.html
RORX	reg32,rm32,imm8	FUTURE,BMI2	RORX r32, r/m32, imm8	Rotate Right Logical Without Affecting Flags	RORX.html
RORX	reg64,rm64,imm8	LONG,FUTURE,BMI2	RORX r64, r/m64, imm8	Rotate Right Logical Without Affecting Flags	RORX.html
SARX	reg32,rm32,reg32	FUTURE,BMI2	SARX r32, r/m32, r32	Shift Arithmetic Right Without Affecting Flags	SARX:SHLX:SHRX.html
SARX	reg64,rm64,reg64	LONG,FUTURE,BMI2	SARX r64, r/m64, r64	Shift Arithmetic Right Without Affecting Flags	SARX:SHLX:SHRX.html
SHLX	reg32,rm32,reg32	FUTURE,BMI2	SHLX r32, r/m32, r32	Shift Logical Left Without Affecting Flags	SARX:SHLX:SHRX.html
SHLX	reg64,rm64,reg64	LONG,FUTURE,BMI2	SHLX r64, r/m64, r64	Shift Logical Left Without Affecting Flags	SARX:SHLX:SHRX.html
SHRX	reg32,rm32,reg32	FUTURE,BMI2	SHRX r32, r/m32, r32	Shift Logical Right Without Affecting Flags	SARX:SHLX:SHRX.html
SHRX	reg64,rm64,reg64	LONG,FUTURE,BMI2	SHRX r64, r/m64, r64	Shift Logical Right Without Affecting Flags	SARX:SHLX:SHRX.html
TZCNT	reg16,rm16	FUTURE,BMI1	TZCNT r16, r/m16	Trailing Zero Count	TZCNT.html
TZCNT	reg32,rm32	FUTURE,BMI1	TZCNT r32, r/m32	Trailing Zero Count	TZCNT.html
TZCNT	reg64,rm64	LONG,FUTURE,BMI1	TZCNT r64, r/m64	Trailing Zero Count	TZCNT.html
TZMSK	reg32,rm32	FUTURE,TBM	TZMSK r32, r/m32	TODO: FUTURE,TBM,LONG	
TZMSK	reg64,rm64	LONG,FUTURE,TBM	TZMSK r64, r/m64	TODO: FUTURE,TBM,LONG	
